Year,Track,Driver,NumPitStops,PitStopLaps,Compounds,TyreLife_max,AirTemp_mean,TrackTemp_mean,Humidity_mean,Rainfall_max,CircuitLength_first,TotalLaps_first,TrackType
2021,Abu Dhabi Grand Prix,PER,2,"[18.0, 41.0]","['SOFT', 'HARD', 'HARD', 'HARD', 'HARD', 'SOFT', 'SOFT']",24.0,24.519108280254777,28.4656050955414,59.0547770700637,False,,58,mixed
2021,Abu Dhabi Grand Prix,RAI,2,"[26.0, 31.0]","['MEDIUM', 'HARD', 'HARD']",21.0,24.519108280254773,28.4656050955414,59.05477707006369,False,,58,mixed
2021,Abu Dhabi Grand Prix,RIC,2,"[14.0, 18.0]","['SOFT', 'HARD', 'HARD', 'SOFT']",34.0,24.519108280254777,28.4656050955414,59.05477707006369,False,,58,mixed
2021,Abu Dhabi Grand Prix,RUS,1,[41.0],['MEDIUM'],26.0,24.519108280254777,28.4656050955414,59.05477707006369,False,,58,mixed
2021,Abu Dhabi Grand Prix,SAI,3,"[8.0, 17.0, 39.0]","['SOFT', 'HARD']",22.0,24.519108280254777,28.4656050955414,59.05477707006369,False,,58,mixed
2021,Abu Dhabi Grand Prix,STR,1,[11.0],"['MEDIUM', 'HARD', 'HARD', 'SOFT']",31.0,24.519108280254777,28.4656050955414,59.05477707006369,False,,58,mixed
2021,Abu Dhabi Grand Prix,TSU,1,[41.0],"['MEDIUM', 'HARD', 'HARD', 'SOFT']",30.0,24.519108280254777,28.4656050955414,59.05477707006369,False,,58,mixed
2021,Abu Dhabi Grand Prix,VER,2,"[5.0, 19.0]","['SOFT', 'HARD', 'HARD', 'HARD', 'HARD', 'SOFT']",23.0,24.519108280254773,28.4656050955414,59.05477707006369,False,,58,mixed
2021,Abu Dhabi Grand Prix,VET,2,"[6.0, 11.0]","['MEDIUM', 'HARD']",23.0,24.519108280254777,28.4656050955414,59.05477707006369,False,,58,mixed
2021,Austrian Grand Prix,ALO,2,"[27.0, 64.0]","['MEDIUM', 'HARD']",32.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,BOT,2,"[8.0, 21.0]","['MEDIUM', 'HARD']",33.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,GAS,3,"[26.0, 36.0, 65.0]","['SOFT', 'HARD', 'HARD', 'HARD']",32.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,GIO,2,"[26.0, 37.0]","['MEDIUM', 'HARD', 'HARD', 'HARD']",28.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,HAM,2,"[7.0, 60.0]","['MEDIUM', 'HARD', 'HARD', 'HARD']",34.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,LAT,3,"[22.0, 36.0, 64.0]","['MEDIUM', 'HARD']",33.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,LEC,3,"[29.0, 43.0, 50.0]","['MEDIUM', 'HARD']",37.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,MAZ,3,"[5.0, 19.0, 59.0]","['MEDIUM', 'HARD', 'HARD', 'HARD']",27.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,MSC,2,"[36.0, 59.0]","['MEDIUM', 'HARD']",34.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,NOR,3,"[37.0, 41.0, 55.0]","['MEDIUM', 'HARD']",33.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,PER,3,"[15.0, 25.0, 61.0]","['MEDIUM', 'HARD']",35.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,RAI,3,"[9.0, 20.0, 61.0]","['HARD', 'MEDIUM']",37.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,RIC,3,"[5.0, 14.0, 62.0]","['MEDIUM', 'HARD']",29.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,RUS,2,"[7.0, 21.0]","['MEDIUM', 'HARD']",33.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,SAI,3,"[37.0, 47.0, 65.0]","['HARD', 'MEDIUM']",48.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,STR,3,"[11.0, 50.0, 53.0]","['SOFT', 'HARD', 'HARD', 'HARD']",32.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,TSU,2,"[17.0, 63.0]","['SOFT', 'HARD', 'HARD', 'HARD']",39.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,VER,3,"[8.0, 11.0, 39.0]","['MEDIUM', 'HARD', 'HARD', 'HARD']",35.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Austrian Grand Prix,VET,3,"[20.0, 27.0, 58.0]","['SOFT', 'HARD', 'HARD', 'HARD', 'HARD']",32.0,20.96602564102564,33.18397435897436,49.73076923076923,True,,71,power
2021,Azerbaijan Grand Prix,ALO,1,[20.0],"['SOFT', 'HARD', 'HARD', 'SOFT', 'SOFT', 'SOFT', 'SOFT']",27.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,BOT,2,"[10.0, 16.0]","['SOFT', 'HARD', 'HARD', 'SOFT', 'SOFT']",36.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,GAS,1,[8.0],"['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']",37.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,GIO,1,[29.0],"['SOFT', 'HARD', 'HARD', 'HARD', 'HARD', 'HARD', 'SOFT']",32.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,HAM,1,[34.0],"['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']",37.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,LAT,2,"[8.0, 14.0]","['MEDIUM', 'HARD', 'HARD', 'SOFT']",39.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,LEC,2,"[9.0, 32.0]","['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']",39.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,MAZ,2,"[7.0, 25.0]","['SOFT', 'HARD', 'HARD', 'SOFT', 'SOFT', 'SOFT', 'SOFT', 'SOFT', 'SOFT', 'SOFT']",25.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,MSC,1,[11.0],"['SOFT', 'HARD', 'HARD', 'SOFT', 'SOFT', 'SOFT', 'SOFT', 'SOFT', 'SOFT']",26.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,NOR,2,"[6.0, 17.0]","['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']",41.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,OCO,3,"[17.0, 43.0, 44.0]",['SOFT'],3.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,PER,1,[10.0],"['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']",35.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,RAI,2,"[9.0, 27.0]","['MEDIUM', 'HARD', 'HARD', 'HARD', 'SOFT']",35.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,RIC,2,"[12.0, 32.0]","['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']",37.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,RUS,1,[38.0],"['MEDIUM', 'HARD', 'HARD', 'HARD', 'HARD', 'SOFT']",33.0,24.17093023255814,38.31453488372093,55.80523255813953,False,,51,unknown
2021,Azerbaijan Grand Prix,SAI,1,[24.0],"['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']",38.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,TSU,1,[22.0],"['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']",39.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,VER,3,"[15.0, 23.0, 44.0]","['SOFT', 'HARD']",13.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Azerbaijan Grand Prix,VET,1,[29.0],"['SOFT', 'HARD', 'HARD', 'HARD', 'SOFT']",30.0,24.17093023255814,38.31453488372093,55.80523255813954,False,,51,unknown
2021,Bahrain Grand Prix,ALO,3,"[23.0, 30.0, 48.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'HARD', 'HARD']",18.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,BOT,3,"[7.0, 29.0, 43.0]","['MEDIUM', 'HARD', 'HARD', 'HARD', 'HARD', 'MEDIUM']",24.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,GAS,2,"[11.0, 49.0]","['MEDIUM', 'HARD', 'HARD', 'MEDIUM', 'MEDIUM', 'HARD', 'HARD']",23.0,20.538345864661647,27.62781954887218,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,GIO,3,"[33.0, 36.0, 49.0]","['MEDIUM', 'HARD', 'HARD', 'MEDIUM']",18.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,HAM,3,"[38.0, 42.0, 49.0]","['MEDIUM', 'HARD', 'HARD', 'HARD']",16.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,LAT,2,"[36.0, 50.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM']",19.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,LEC,2,"[18.0, 32.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'HARD']",20.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,MSC,2,"[26.0, 51.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",19.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,NOR,2,"[20.0, 46.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'HARD']",21.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,OCO,2,"[21.0, 50.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'HARD']",18.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,PER,1,[32.0],"['MEDIUM', 'MEDIUM', 'HARD', 'HARD', 'HARD', 'HARD', 'MEDIUM']",36.0,20.538345864661647,27.62781954887218,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,RAI,3,"[9.0, 42.0, 43.0]","['MEDIUM', 'HARD', 'HARD', 'MEDIUM']",16.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,RIC,3,"[6.0, 20.0, 23.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'HARD']",19.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,RUS,2,"[28.0, 43.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'MEDIUM']",23.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,SAI,2,"[14.0, 45.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'HARD']",22.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,STR,3,"[32.0, 36.0, 41.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'HARD']",16.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,TSU,2,"[17.0, 38.0]","['MEDIUM', 'HARD', 'HARD', 'HARD']",18.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,VER,3,"[11.0, 29.0, 46.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",22.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Bahrain Grand Prix,VET,3,"[15.0, 26.0, 37.0]","['MEDIUM', 'HARD']",24.0,20.53834586466165,27.627819548872186,54.517293233082704,False,,57,high-degradation
2021,Belgian Grand Prix,ALO,2,"[5.0, 19.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,BOT,2,"[20.0, 35.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,GAS,2,"[18.0, 37.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,GIO,2,"[10.0, 30.0]","['WET', 'WET']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,HAM,2,"[15.0, 28.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,LAT,2,"[5.0, 38.0]","['WET', 'WET']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,LEC,2,"[27.0, 35.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,MAZ,2,"[17.0, 34.0]","['WET', 'WET']",7.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,MSC,2,"[11.0, 25.0]","['WET', 'WET']",6.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,NOR,2,"[13.0, 37.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,OCO,2,"[31.0, 32.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,PER,2,"[5.0, 13.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,RAI,2,"[35.0, 36.0]","['WET', 'WET']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,RIC,2,"[20.0, 32.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,RUS,2,"[14.0, 38.0]","['WET', 'WET']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,SAI,2,"[10.0, 33.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,STR,2,"[12.0, 18.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,TSU,2,"[9.0, 32.0]","['UNKNOWN', 'UNKNOWN']",3.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,VER,2,"[32.0, 38.0]","['WET', 'WET']",4.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,Belgian Grand Prix,VET,2,"[20.0, 29.0]","['UNKNOWN', 'UNKNOWN']",5.0,13.012413793103448,15.258620689655173,96.43586206896552,True,,44,power
2021,British Grand Prix,ALO,3,"[17.0, 31.0, 39.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",23.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,BOT,3,"[16.0, 25.0, 30.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",20.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,GAS,1,[6.0],"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD', 'HARD', 'SOFT']",28.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,GIO,3,"[12.0, 30.0, 36.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",21.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,HAM,1,[14.0],"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",25.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,LAT,2,"[8.0, 35.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",17.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,LEC,2,"[10.0, 39.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",27.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,MAZ,1,[39.0],"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",26.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,MSC,2,"[9.0, 23.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",23.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,NOR,3,"[9.0, 16.0, 46.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",21.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,OCO,2,"[16.0, 32.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",17.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,PER,3,"[25.0, 27.0, 41.0]","['HARD', 'HARD', 'HARD', 'HARD', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'SOFT']",20.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,RAI,3,"[7.0, 37.0, 43.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",16.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,RIC,2,"[17.0, 22.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",20.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,RUS,2,"[11.0, 42.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",16.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,SAI,2,"[22.0, 33.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",26.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,STR,3,"[8.0, 34.0, 46.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",23.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,TSU,1,[6.0],"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",30.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,British Grand Prix,VET,2,"[13.0, 22.0]","['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD', 'HARD']",24.0,29.4,50.93152173913043,37.202173913043474,False,,52,mixed
2021,Dutch Grand Prix,ALO,2,"[19.0, 35.0]","['SOFT', 'MEDIUM']",36.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,BOT,2,"[21.0, 59.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",36.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,GAS,1,[34.0],"['SOFT', 'MEDIUM']",27.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,GIO,2,"[7.0, 48.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'HARD']",30.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,HAM,2,"[13.0, 56.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'SOFT']",36.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,KUB,2,"[49.0, 63.0]","['MEDIUM', 'HARD']",40.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,LAT,3,"[10.0, 17.0, 54.0]","['MEDIUM', 'MEDIUM', 'HARD']",23.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,LEC,1,[47.0],"['SOFT', 'HARD']",37.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,MAZ,2,"[22.0, 47.0]","['MEDIUM', 'HARD', 'HARD']",33.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,MSC,2,"[12.0, 56.0]","['SOFT', 'HARD', 'HARD', 'MEDIUM']",26.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,NOR,1,[44.0],"['MEDIUM', 'HARD']",42.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,OCO,2,"[49.0, 62.0]","['SOFT', 'MEDIUM']",34.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,PER,2,"[8.0, 56.0]","['HARD', 'HARD', 'MEDIUM', 'MEDIUM', 'SOFT']",39.0,21.50443037974684,36.10569620253165,54.10822784810127,False,,72,high-downforce
2021,Dutch Grand Prix,RIC,1,[45.0],"['SOFT', 'HARD']",33.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,RUS,2,"[15.0, 42.0]","['MEDIUM', 'HARD', 'HARD', 'SOFT']",41.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,SAI,1,[26.0],"['SOFT', 'HARD']",34.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,STR,2,"[25.0, 33.0]","['SOFT', 'HARD']",27.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,TSU,2,"[31.0, 44.0]","['SOFT', 'MEDIUM', 'MEDIUM']",31.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,VER,3,"[34.0, 63.0, 65.0]","['SOFT', 'MEDIUM', 'MEDIUM', 'HARD']",24.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Dutch Grand Prix,VET,1,[29.0],"['SOFT', 'HARD', 'HARD', 'MEDIUM']",34.0,21.50443037974684,36.10569620253165,54.10822784810126,False,,72,high-downforce
2021,Emilia Romagna Grand Prix,ALO,3,"[11.0, 18.0, 56.0]","['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM']",28.0,10.62111801242236,16.827329192546582,69.4888198757764,True,,63,traditional
2021,Emilia Romagna Grand Prix,BOT,3,"[23.0, 26.0, 34.0]","['INTERMEDIATE', 'MEDIUM']",28.0,10.62111801242236,16.827329192546582,69.4888198757764,True,,63,traditional
2021,Emilia Romagna Grand Prix,GAS,2,"[6.0, 35.0]","['WET', 'INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM']",14.0,10.62111801242236,16.827329192546582,69.4888198757764,True,,63,traditional
2021,Emilia Romagna Grand Prix,GIO,3,"[12.0, 38.0, 42.0]","['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM']",27.0,10.62111801242236,16.827329192546582,69.4888198757764,True,,63,traditional
2021,Emilia Romagna Grand Prix,HAM,3,"[9.0, 16.0, 27.0]","['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM', 'MEDIUM']",28.0,10.62111801242236,16.827329192546582,69.4888198757764,True,,63,traditional
2021,Emilia Romagna Grand Prix,LEC,3,"[18.0, 23.0, 46.0]","['INTERMEDIATE', 'MEDIUM', 'MEDIUM', 'MEDIUM']",28.0,10.62111801242236,16.827329192546582,69.4888198757764,True,,63,traditional
2021,Emilia Romagna Grand Prix,MAZ,3,"[35.0, 53.0, 54.0]","['WET', 'INTERMEDIATE', 'INTERMEDIATE', 'SOFT', 'SOFT', 'MEDIUM', 'MEDIUM']",12.0,10.62111801242236,16.827329192546582,69.4888198757764,True,,63,traditional
